id,age,gender,income,loan_amount,credit_score,ethnicity,residence,loan_approved
654,29,M,95249,30912,940,B,urban,1
655,42,M,35043,11473,747,A,urban,1
656,69,F,17419,46298,386,A,urban,1
657,38,M,71892,23669,548,D,urban,1
658,53,M,116799,38964,739,C,rural,1
659,40,F,32140,21462,556,B,urban,1
660,33,F,58484,25943,576,D,suburban,1
661,56,F,78869,43785,737,B,urban,1
662,62,M,60210,40420,815,B,urban,1
663,59,F,72600,15832,876,C,urban,1
664,56,M,93497,10385,501,C,rural,1
665,31,M,21487,35362,874,B,urban,1
666,48,M,75692,19708,954,A,rural,1
667,22,M,77112,28438,479,A,urban,1
668,52,M,46110,22211,985,C,urban,1
669,40,F,31360,19571,624,D,suburban,1
670,46,M,64410,26307,922,C,suburban,1
671,60,F,117379,16002,986,D,suburban,1
672,28,F,105418,41153,774,C,urban,1
673,35,M,98038,27440,964,D,urban,1
674,64,M,88167,6965,699,A,urban,1
675,29,M,18017,37556,516,B,rural,1
676,26,F,101261,7427,752,B,urban,1
677,27,M,75124,40609,703,A,rural,1
678,61,M,105298,30189,539,C,urban,1
679,34,M,65949,30138,485,D,suburban,1
680,55,F,73268,11563,347,B,urban,1
681,24,F,81320,19387,685,D,urban,1
682,63,M,108556,10840,507,B,urban,1
683,30,F,118995,20154,456,B,urban,1
684,57,F,96301,29194,524,C,rural,1
685,59,F,46127,27448,443,A,suburban,1
686,26,F,18196,35924,718,B,suburban,0
687,67,F,90088,28528,410,B,urban,1
688,44,F,56300,34402,764,D,rural,1
689,19,F,64714,9352,431,C,urban,1
690,22,M,46921,5184,924,B,rural,1
691,46,M,19746,15384,900,A,urban,1
692,54,M,83535,19319,972,D,urban,1
693,55,F,80350,25449,633,B,rural,1
694,36,F,65345,46205,374,D,urban,1
695,25,M,64220,15426,711,B,rural,1
696,65,F,96131,12504,818,C,urban,1
697,62,M,37063,38368,924,C,suburban,1
698,18,M,86736,45572,335,B,rural,1
699,39,F,118700,43305,924,C,suburban,1
700,69,M,103913,37094,522,B,suburban,1
701,34,M,93946,19685,829,C,urban,1
702,24,F,60971,13724,540,D,urban,1
703,42,F,18598,10084,433,A,urban,1
704,62,M,25564,39810,690,C,urban,1
705,21,F,111434,21741,401,A,rural,1
706,53,F,64725,21761,951,A,urban,1
707,23,M,101134,18336,980,C,suburban,1
708,48,M,74940,25872,797,A,rural,1
709,36,F,77085,18414,810,B,urban,1
710,61,M,32862,9797,836,A,rural,1
711,56,F,25265,8307,844,B,rural,1
712,44,F,24705,37568,642,A,urban,1
713,27,F,70279,7596,305,A,urban,1
714,43,M,77471,22167,493,D,urban,1
715,36,F,106080,27308,436,C,suburban,1
716,56,M,94834,29215,772,D,urban,1
717,20,M,77979,16795,515,A,suburban,1
718,62,M,70828,19984,648,C,urban,1
719,30,M,113206,17134,482,C,rural,1
720,67,F,61104,15782,467,A,rural,1
721,45,M,55934,47002,337,C,rural,1
722,37,M,21050,26651,974,C,urban,1
723,45,F,58952,29022,770,B,urban,1
724,25,M,101570,23922,751,C,urban,1
725,58,F,23484,19618,789,B,urban,1
726,56,M,77648,22245,441,B,urban,1
727,18,F,74945,23260,402,B,rural,1
728,20,F,68678,15027,341,D,rural,1
729,30,M,46323,18986,446,B,urban,1
730,45,M,101332,8526,365,B,suburban,1
731,66,M,109605,31261,492,C,urban,1
732,42,F,102363,49361,597,C,urban,1
733,50,M,50361,6622,337,C,rural,1
734,55,M,25315,43286,801,A,rural,1
735,23,M,62968,34533,952,C,urban,1
736,61,M,41519,40425,917,B,rural,1
737,62,M,24107,23316,727,B,rural,1
738,49,F,70781,13699,963,B,urban,1
739,62,M,18869,18955,651,C,urban,1
740,64,M,95983,36543,625,D,suburban,1
741,38,F,42370,40424,337,C,rural,1
742,33,F,77695,21673,396,B,urban,1
743,38,M,75422,28395,407,B,urban,1
744,28,M,22971,43626,930,A,suburban,1
745,54,M,111805,28707,450,D,suburban,1
746,53,F,40651,24213,373,B,suburban,1
747,52,M,71974,15401,356,B,urban,1
748,36,F,116293,26196,634,C,rural,1
749,37,F,38446,30976,551,A,suburban,1
750,35,F,53108,13758,553,D,rural,1
751,64,M,90179,6473,684,C,rural,1
752,58,M,18823,18281,755,C,rural,1
753,66,M,28454,37548,558,A,rural,1
754,31,M,18932,23371,764,B,rural,1
755,32,F,25220,33363,333,A,suburban,1
756,48,F,89090,17057,794,B,suburban,1
757,18,F,82965,45441,625,C,suburban,1
758,20,F,43208,24644,537,A,suburban,1
759,33,M,87980,33123,990,C,urban,1
760,40,M,25510,28874,915,B,urban,1
761,28,M,59045,28123,840,D,urban,1
762,29,F,25537,19281,765,B,urban,1
763,27,F,87683,8251,603,B,urban,1
764,49,F,84134,27289,416,B,rural,1
765,33,M,117633,10054,506,D,urban,1
766,25,M,87254,39484,996,B,urban,1
767,55,F,28782,46972,780,B,suburban,1
768,29,M,80587,6310,949,A,urban,1
769,41,F,97238,34146,702,B,rural,1
770,45,F,90720,34312,975,D,urban,1
771,25,F,93004,35981,886,C,urban,1
772,45,M,37072,9257,532,A,rural,1
773,53,M,96015,20846,583,B,suburban,1
774,43,M,109003,27483,779,A,rural,1
775,25,M,103938,31558,308,D,urban,1
776,67,M,87746,48188,678,B,urban,1
777,45,F,60702,18012,902,C,suburban,1
778,45,F,117260,38236,680,C,urban,1
779,54,M,21057,43673,961,D,urban,1
780,58,M,45916,33931,659,D,urban,1
781,53,M,42268,37076,475,A,rural,1
782,44,M,58978,19801,784,D,suburban,1
783,34,F,38259,14628,704,D,urban,1
784,26,M,68583,13728,332,B,urban,1
785,50,M,94400,22335,764,D,rural,1
786,37,M,49293,48773,995,C,urban,1
787,30,F,22043,33570,456,C,suburban,1
788,45,F,65430,27459,864,A,suburban,1
789,65,M,53893,45658,501,C,suburban,1
790,46,F,55642,12077,474,A,urban,1
791,30,F,93065,6971,543,D,rural,1
792,63,F,45868,38959,568,D,urban,1
793,52,M,41309,45533,745,C,urban,1
794,23,F,38284,48022,373,B,urban,1
795,35,F,115804,8046,395,C,urban,1
796,68,F,84000,49518,472,B,urban,1
797,22,F,99179,17703,705,C,rural,1
798,64,F,77107,13043,454,C,urban,1
799,42,M,80049,42676,482,A,rural,1
800,19,F,44265,48395,622,A,urban,1
801,27,F,96490,7804,588,C,urban,1
802,47,F,38880,15176,557,B,urban,1
803,67,M,99579,8936,886,D,suburban,1
804,62,F,15255,36174,473,B,suburban,1
805,22,F,16502,22096,629,A,rural,0
806,50,M,85192,28232,530,C,suburban,1
807,18,F,80424,47641,460,C,urban,1
808,35,F,90838,30909,485,B,urban,1
809,49,F,85966,49158,442,C,rural,1
810,64,M,56366,13366,581,B,rural,1
811,66,M,42425,24589,939,C,urban,1
812,28,F,67328,11506,977,A,urban,1
813,38,M,82396,33842,326,B,suburban,1
814,43,F,86694,22458,545,A,suburban,1
815,42,M,20806,26831,786,A,suburban,1
816,39,F,101274,13783,946,A,urban,1
817,44,M,32106,16170,501,A,rural,1
818,66,F,71731,19609,320,D,urban,1
819,30,M,90010,45090,890,A,urban,1
820,50,M,97533,49942,969,A,urban,1
821,51,M,47599,28035,393,D,urban,1
822,58,M,86326,21208,307,B,rural,1
823,52,F,90706,40178,771,B,suburban,1
824,18,F,24004,18636,638,B,rural,1
825,38,M,66364,14039,558,B,urban,1
826,65,F,40792,19990,354,B,rural,1
827,23,M,110752,11441,847,A,suburban,1
828,45,F,79912,13685,305,D,urban,1
829,34,F,69645,18778,676,A,rural,1
830,22,F,22232,31862,853,A,urban,1
831,48,M,93210,32273,349,B,urban,1
832,22,F,69766,33413,411,B,urban,1
833,55,M,96588,47500,445,B,urban,1
834,20,F,63542,8956,529,D,urban,1
835,40,M,20913,11553,796,D,suburban,1
836,54,F,108449,28253,605,C,urban,1
837,54,F,25567,28915,841,A,urban,1
838,27,F,53379,7365,760,D,suburban,1
839,27,M,89968,11668,927,B,urban,1
840,36,F,15319,10000,525,A,suburban,0
841,34,M,105005,8675,358,B,rural,1
842,38,F,107026,17907,375,C,urban,1
843,31,M,101120,22336,727,A,suburban,1
844,26,M,19791,24684,431,C,urban,1
845,63,F,112272,33311,797,D,suburban,1
846,18,M,15329,20136,892,A,urban,1
847,68,M,89387,48923,604,C,urban,1
848,62,M,76032,17219,366,B,urban,1
849,30,M,59078,8247,529,B,suburban,1
850,21,F,103662,9415,632,A,urban,1
851,18,F,36300,11472,576,C,urban,1
852,66,M,90700,27380,883,B,rural,1
853,57,M,65945,42616,443,D,urban,1
854,49,M,70609,32280,550,D,suburban,1
855,51,M,75562,26859,990,D,urban,1
856,45,F,105045,38805,379,A,rural,1
857,48,F,76901,13262,356,A,urban,1
858,25,M,20703,16066,665,B,urban,1
859,56,M,107645,20554,607,C,suburban,1
860,43,M,78115,12008,473,D,rural,1
861,51,F,103090,27315,761,C,rural,1
862,20,F,42676,20263,977,B,urban,1
863,67,M,76710,21238,895,A,rural,1
864,29,M,75077,43410,792,D,suburban,1
865,18,F,104340,21489,859,A,rural,1
866,61,F,60440,22153,938,A,rural,1
867,22,M,51923,48152,980,D,suburban,1
868,47,M,44802,29283,673,B,suburban,1
869,47,M,105331,16687,648,A,suburban,1
870,34,F,77904,27998,366,B,suburban,1
871,65,M,75162,33887,629,A,urban,1
872,64,M,80169,9355,493,C,urban,1
873,40,F,83147,38701,454,A,urban,1
874,32,M,37075,46534,459,D,rural,0
875,54,F,97015,10906,995,B,urban,1
876,38,M,89716,17572,565,B,urban,1
877,31,M,24304,17279,467,A,urban,1
878,19,F,74622,48491,444,A,suburban,1
879,28,M,69215,15611,485,C,rural,1
880,68,F,95146,13261,722,C,suburban,1
881,56,F,88973,9474,756,A,urban,1
882,55,M,27521,30878,644,B,rural,1
883,51,F,39028,33390,853,D,urban,1
884,55,M,54328,31925,815,B,rural,1
885,67,F,42301,21638,403,A,urban,1
886,51,M,53015,28471,546,B,suburban,1
887,35,F,102276,9787,322,C,urban,1
888,47,M,51845,12862,824,A,rural,1
889,32,M,101818,48724,443,B,urban,1
890,44,F,91394,15663,994,C,urban,1
891,68,F,59159,21120,492,D,rural,1
892,51,M,58714,27740,764,B,urban,1
893,69,M,95722,41510,674,A,suburban,1
894,55,F,114721,7035,976,B,suburban,1
895,50,F,111730,39735,991,A,suburban,1
896,41,M,40230,6852,928,A,urban,1
897,32,M,107554,48315,565,B,rural,1
898,47,M,64262,44386,677,D,rural,1
899,59,F,105201,13303,849,D,urban,1
900,68,M,56722,49118,855,A,urban,1
901,34,M,61359,5164,373,C,urban,1
902,22,F,77796,44726,737,A,urban,1
903,46,M,55159,39905,525,A,suburban,1
904,21,M,102052,15215,607,D,rural,1
905,27,M,115808,35694,647,D,suburban,1
906,34,M,105209,36253,775,A,suburban,1
907,27,M,20239,29230,614,A,urban,0
908,34,F,106951,21925,824,A,urban,1
909,37,M,65886,11033,724,B,suburban,1
910,41,F,118424,7665,823,D,suburban,1
911,22,F,42195,32025,861,A,suburban,1
912,51,F,119697,28533,548,B,urban,1
913,23,M,109859,17125,930,A,suburban,1
914,19,M,115500,25998,868,A,urban,1
915,30,M,116770,43957,481,C,urban,1
916,60,M,111299,28057,405,D,suburban,1
917,60,M,49674,18708,490,A,urban,1
918,65,F,33105,23072,436,A,rural,1
919,28,M,44739,10095,999,A,urban,1
920,68,M,46969,36495,419,B,suburban,1
921,64,M,29497,45351,371,A,rural,1
922,40,F,16816,6637,430,B,urban,1
923,33,M,107019,19670,756,B,rural,1
924,48,F,74254,43734,778,A,suburban,1
925,28,M,102695,42438,351,C,rural,1
926,33,F,84385,33658,873,A,urban,1
927,25,F,102148,10203,418,C,urban,1
928,21,M,48826,26518,563,B,urban,1
929,57,M,78365,13669,538,D,suburban,1
930,21,M,99242,7366,650,A,urban,1
931,42,M,65100,23910,554,C,urban,1
932,20,F,105099,36087,984,A,urban,1
933,49,F,19359,5366,608,D,urban,1
934,20,F,111205,14907,906,C,suburban,1
935,44,F,27809,44374,794,B,urban,1
936,46,M,79450,35289,356,B,urban,1
937,49,M,53428,37780,702,D,urban,1
938,67,F,109990,24623,366,D,suburban,1
939,68,M,87790,40085,345,D,rural,1
940,36,F,105321,25426,905,D,suburban,1
941,38,M,17093,12485,949,D,urban,1
942,22,M,59498,38024,668,B,urban,1
943,35,F,55985,30469,904,A,urban,1
944,45,M,47009,20903,531,A,suburban,1
945,59,F,97094,8212,701,C,urban,1
946,39,F,32718,43943,860,B,rural,1
947,38,F,31705,32799,322,B,rural,1
948,23,F,102618,21087,873,A,urban,1
949,18,F,77598,12446,566,C,urban,1
950,22,F,92878,34281,417,A,urban,1
951,58,M,27239,19877,899,B,urban,1
952,29,M,61622,29723,900,B,suburban,1
953,43,F,61665,17943,354,A,suburban,0
954,63,M,47274,15306,452,D,urban,1
955,51,M,26419,41784,538,B,rural,1
956,66,M,30003,25455,564,D,suburban,1
957,31,F,45866,29491,567,A,rural,1
958,43,F,36988,10912,412,A,suburban,1
959,62,M,70894,34974,465,A,suburban,1
960,44,F,105444,32371,967,A,urban,1
961,26,F,20674,38210,307,A,suburban,0
962,43,F,85538,40712,516,A,urban,1
963,64,F,108103,8936,730,D,suburban,1
964,39,F,81446,38166,591,D,urban,1
965,64,M,44072,30727,349,D,urban,1
966,47,F,48717,33368,406,D,urban,1
967,60,M,102345,7995,308,B,urban,1
968,65,F,41651,44097,999,B,urban,1
969,34,F,59291,39984,755,A,rural,1
970,43,M,78350,49291,622,A,urban,1
971,53,M,97020,31563,608,C,suburban,1
972,18,F,19646,27150,921,D,urban,1
973,25,M,54713,27061,444,C,urban,1
974,66,F,82936,34178,711,D,urban,1
975,52,M,59331,40336,413,A,urban,1
976,69,M,37185,5160,874,B,urban,1
977,32,F,99263,20648,698,B,urban,1
978,64,F,113656,45835,574,D,urban,1
979,39,F,67107,41672,423,D,rural,1
980,31,M,81554,8573,385,B,urban,1
981,43,F,32563,39593,881,A,rural,1
982,45,F,85729,18786,346,A,rural,1
983,40,F,30701,33500,500,B,suburban,1
984,31,F,84072,14815,575,D,rural,1
985,41,F,63217,26966,848,A,urban,1
986,19,M,59610,18794,429,A,rural,1
987,62,M,99422,36423,747,B,urban,1
988,43,F,117123,38944,688,D,urban,1
989,31,M,65131,26302,875,B,suburban,1
990,68,F,44410,26264,562,C,rural,1
991,24,M,114280,24604,931,B,rural,1
992,20,F,73715,32835,577,A,urban,1
993,64,F,53665,12820,345,A,urban,1
994,40,M,30957,6499,467,D,suburban,1
995,63,M,63127,28814,744,D,suburban,1
996,60,M,78589,29089,921,B,urban,1
997,64,F,61008,12626,345,B,urban,1
998,62,F,76920,37746,839,D,rural,1
999,35,M,47875,21137,386,C,suburban,1
1000,55,F,16626,26260,684,A,urban,1
1001,52,M,105815,41476,968,B,suburban,1
1002,68,M,78822,31283,564,C,suburban,1
1003,32,F,86765,6769,321,B,rural,1
1004,42,M,87413,47278,749,D,suburban,1
1005,54,M,48642,20634,531,D,urban,1
1006,45,M,53311,44499,485,A,rural,1
1007,27,M,47356,15965,625,C,urban,1
1008,56,M,18809,32566,482,B,rural,1
1009,34,M,58371,38143,696,C,suburban,1
1010,56,F,49875,24420,780,C,rural,1
1011,39,M,24465,30236,702,B,urban,1
1012,43,F,81095,11218,762,D,suburban,1
1013,61,M,88844,13495,716,C,rural,1
1014,42,M,80250,38853,501,D,suburban,1
1015,34,F,101889,18073,364,A,urban,1
1016,30,F,30250,16371,854,B,urban,1
1017,37,M,61023,22594,316,C,suburban,1
1018,42,F,116350,16226,482,D,urban,1
1019,21,F,61624,15046,690,B,suburban,1
1020,27,F,31427,48809,343,A,urban,1
1021,20,F,48276,42117,999,B,rural,1
1022,58,M,86643,9965,781,B,urban,1
1023,62,M,94012,18336,562,D,urban,1
1024,35,F,18439,24843,473,C,urban,0
1025,64,M,100848,22373,740,D,suburban,1
1026,53,F,102331,11654,865,C,suburban,1
1027,64,M,93672,36280,519,A,suburban,1
1028,39,M,94703,45110,857,C,suburban,1
1029,51,F,32300,27407,693,C,urban,0
1030,64,M,75289,7358,494,D,rural,1
1031,25,F,32182,31583,708,A,rural,1
1032,57,F,85507,33706,770,A,urban,1
1033,66,F,65912,11360,646,A,rural,1
1034,61,F,41909,8743,761,B,suburban,1
1035,36,F,34659,12159,360,A,suburban,1
1036,59,F,46403,37151,465,C,suburban,1
1037,58,F,48586,5518,971,D,rural,1
1038,54,M,25360,21652,450,B,rural,1
1039,23,M,36424,17925,410,B,suburban,1
1040,69,M,113035,10475,787,D,urban,1
1041,43,M,63791,41953,848,B,suburban,1
1042,51,F,18065,42929,302,A,urban,1
1043,62,F,83795,47348,782,B,suburban,1
1044,23,F,27300,14886,312,B,rural,1
1045,54,M,48370,16465,461,A,urban,1
1046,50,F,84831,16221,643,C,urban,1
1047,39,M,42209,29395,748,D,suburban,1
1048,38,F,116831,7335,631,C,urban,1
1049,23,F,35927,41442,563,B,urban,1
1050,23,M,49579,9576,382,B,suburban,1
1051,65,M,24032,5500,633,D,rural,1
1052,21,M,108254,31675,679,D,suburban,1
1053,47,F,93413,13083,518,B,urban,1
1054,28,F,55731,46062,957,B,suburban,1
1055,47,F,107202,20720,753,C,urban,1
1056,48,M,68767,10543,972,B,rural,1
1057,41,M,87302,8276,388,A,suburban,1
1058,26,F,64954,35635,632,B,rural,1
1059,20,F,103365,29180,609,B,rural,1
1060,68,M,100757,11613,719,A,urban,1
1061,48,M,40102,49497,908,A,rural,1
1062,57,F,49433,6327,653,A,rural,1
1063,54,M,30932,45540,399,C,suburban,0
1064,53,M,40714,15666,444,C,urban,1
1065,41,M,72803,31255,309,A,suburban,1
1066,48,F,54743,25130,343,D,urban,1
1067,23,F,17552,27068,685,B,suburban,1
1068,19,F,71627,23946,794,A,urban,1
1069,37,F,60987,25547,792,A,suburban,1
1070,45,F,94810,24701,468,C,rural,1
1071,28,M,60380,10769,941,A,urban,1
1072,21,F,44250,29883,830,A,suburban,1
1073,32,M,83344,18663,635,C,urban,1
1074,23,F,79686,43686,812,B,suburban,1
1075,66,M,60028,42323,429,C,suburban,1
1076,47,M,30295,40162,838,C,urban,1
1077,55,M,70248,27852,813,D,suburban,1
1078,68,M,95205,25388,549,A,rural,1
1079,19,M,25523,38434,437,A,urban,1
1080,32,M,60530,27102,574,D,suburban,1
1081,28,F,28769,26536,763,C,suburban,1
1082,25,M,78042,17355,440,C,urban,1
1083,43,F,59645,7234,555,A,rural,1
1084,68,F,105743,44103,755,A,suburban,1
1085,62,F,77142,36147,733,A,urban,1
1086,61,F,115760,28659,906,B,urban,1
1087,22,F,40557,49271,472,A,urban,0
1088,23,M,118727,44127,772,B,suburban,1
1089,43,M,94782,21560,722,B,suburban,1
1090,21,M,93382,28088,738,A,suburban,1
1091,36,F,52085,7928,356,A,suburban,1
1092,37,F,65708,45385,797,B,urban,1
1093,50,M,66357,45382,913,A,suburban,1
1094,37,M,28470,33184,468,A,rural,0
1095,66,F,93712,25099,881,A,rural,1
1096,29,M,94082,9274,860,B,urban,1
1097,64,F,21805,29970,727,C,suburban,1
1098,18,F,97324,30744,718,A,urban,1
1099,43,F,109884,42739,646,C,urban,1
1100,31,F,77028,13389,816,D,suburban,1
1101,55,F,65772,22352,754,C,urban,1
1102,54,M,67104,26148,501,A,urban,1
1103,28,F,88616,36828,478,B,suburban,1
1104,53,F,116422,7504,356,C,rural,1
1105,30,M,104300,43774,997,D,rural,1
1106,60,M,21630,33743,903,D,suburban,1
1107,20,M,113869,33894,800,B,urban,1
1108,50,M,30701,35995,411,C,urban,1
1109,23,F,29859,45711,447,D,suburban,1
1110,67,F,36183,22748,677,D,rural,1
1111,27,M,55438,28100,647,B,rural,1
1112,22,M,112285,38691,657,A,suburban,1
1113,40,F,112423,27981,355,A,urban,1
1114,27,M,57244,37708,615,B,urban,1
1115,61,M,89312,15246,484,C,urban,1
1116,19,F,30021,37486,353,D,rural,1
1117,30,F,84863,35340,336,D,urban,1
1118,57,M,70565,24338,569,A,suburban,1
1119,19,M,63043,8086,807,C,urban,1
1120,37,M,88150,30535,527,A,suburban,1
1121,18,F,79361,19860,727,C,suburban,1
1122,54,F,16245,22013,300,C,suburban,0
1123,26,M,56011,12407,322,A,suburban,1
1124,34,F,25355,38542,802,A,suburban,1
1125,26,F,113841,29935,747,A,urban,1
1126,28,M,63692,46477,795,A,urban,1
1127,32,M,64004,39111,724,D,rural,1
1128,41,F,44714,15161,999,A,urban,1
1129,55,M,32198,28581,317,A,urban,0
1130,52,M,81951,37277,744,A,urban,1
1131,47,F,16652,26400,860,D,urban,1
1132,48,F,58625,16419,858,B,urban,1
1133,66,F,100982,45565,926,A,suburban,1
1134,22,F,33740,24283,338,C,rural,1
1135,61,F,18810,5934,509,B,suburban,0
1136,67,M,31569,39754,510,B,urban,1
1137,31,F,114855,26380,864,C,suburban,1
1138,28,M,94120,19016,580,A,rural,1
1139,26,M,41783,43233,432,D,rural,1
1140,51,F,114065,27695,748,B,urban,1
1141,29,F,93047,29952,563,B,urban,1
1142,52,M,24471,47734,410,A,rural,1
1143,52,F,21163,20721,854,D,suburban,1
1144,18,M,78087,6505,537,B,suburban,1
1145,57,M,77071,10363,756,A,urban,1
1146,39,M,31065,48614,815,A,suburban,1
1147,46,F,98456,6010,472,B,urban,1
1148,25,F,119505,24861,492,C,urban,1
1149,28,M,63348,29125,814,D,urban,1
1150,58,F,34154,14369,867,C,urban,1
1151,54,M,35229,8857,708,B,urban,1
1152,31,F,67587,31671,987,A,urban,1
1153,47,M,64713,14864,927,C,urban,1
1154,52,M,41997,37490,383,D,urban,1
1155,38,F,36101,15120,970,B,urban,1
1156,54,M,55391,25223,379,A,urban,1
1157,22,M,90863,37150,877,A,urban,1
1158,36,F,87723,49138,508,A,urban,1
1159,31,F,110221,7553,821,B,urban,1
1160,43,M,74405,20489,498,D,urban,1
1161,21,M,49948,9389,870,A,urban,1
1162,42,M,115264,26950,533,B,rural,1
1163,62,F,68031,16089,543,B,suburban,1
1164,59,M,52921,46999,692,D,rural,1
1165,42,F,87571,8051,865,B,suburban,1
1166,35,F,92007,43090,745,A,rural,1
1167,57,M,43460,33805,692,A,urban,1
1168,25,M,36071,34442,308,B,suburban,0
1169,56,M,81118,49557,912,D,suburban,1
1170,57,M,63282,7555,452,A,rural,1
1171,31,F,106725,17767,409,B,urban,1
1172,49,M,73445,5458,565,C,rural,1
1173,68,M,96067,21066,672,B,suburban,1
1174,55,F,97208,9721,451,A,suburban,1
1175,50,M,69816,17446,894,D,rural,1
1176,40,F,100779,11304,714,B,rural,1
1177,32,M,18060,47967,945,C,suburban,1
1178,50,F,28731,39688,625,C,urban,1
1179,42,F,92830,18227,971,D,urban,1
1180,34,F,35719,45462,850,B,urban,1
1181,50,F,62042,11298,475,B,urban,1
1182,64,M,64116,44397,824,B,urban,1
1183,19,M,41325,42914,614,B,suburban,1
1184,31,F,37597,15306,366,A,rural,1
1185,57,F,82439,7589,852,D,urban,1
1186,57,M,29551,42078,483,D,suburban,1
1187,68,M,108287,40009,334,B,urban,1
1188,56,M,39278,18601,804,B,rural,1
1189,68,M,106189,12711,375,A,urban,1
1190,23,M,30141,26364,771,D,suburban,1
1191,23,F,82913,38706,881,B,rural,1
1192,20,M,48615,34610,822,B,urban,1
1193,24,M,77751,42069,582,D,suburban,1
1194,68,F,42452,8970,835,B,rural,1
1195,25,F,37725,8999,573,D,urban,0
1196,59,F,65391,26034,838,B,rural,1
1197,69,F,90060,41176,353,C,rural,1
1198,32,M,26698,46730,354,B,urban,1
1199,64,F,101711,21632,576,B,urban,1
1200,46,F,92850,18385,742,D,suburban,1
1201,50,M,17365,10950,717,C,rural,0
1202,69,F,112553,40694,931,B,urban,1
1203,47,F,112662,12975,524,A,suburban,1
1204,56,M,58372,26314,869,A,urban,1
1205,44,M,59134,28398,554,C,rural,1
1206,53,M,52823,30277,475,B,suburban,1
1207,46,M,86158,31761,865,D,suburban,1
1208,55,M,111076,36533,445,B,suburban,1
1209,50,F,16949,11966,963,B,rural,1
1210,54,M,64396,46901,684,C,urban,1
1211,44,F,46912,11587,561,B,suburban,1
1212,50,F,71947,27880,830,D,urban,1
1213,21,F,112697,10091,670,B,suburban,1
1214,39,F,59387,46753,982,A,suburban,1
1215,19,M,78965,36130,496,B,urban,1
1216,27,M,31508,22061,884,A,suburban,1
1217,22,F,60592,27293,896,B,suburban,1
1218,27,F,16919,6561,583,A,rural,1
1219,50,F,57595,46412,601,C,urban,1
1220,55,M,24617,8656,431,A,urban,1
1221,30,F,90268,26618,419,A,rural,1
1222,48,M,48298,25530,435,B,rural,1
1223,64,F,21929,26872,927,A,urban,1
1224,53,F,117653,33330,872,A,rural,1
1225,62,M,29456,21139,828,B,suburban,1
1226,41,F,101676,37977,333,A,rural,1
1227,69,M,98721,9983,831,A,suburban,1
1228,32,M,52924,44909,507,A,urban,1
1229,46,F,39240,47886,973,D,urban,1
1230,25,F,102381,26329,598,C,rural,1
1231,22,F,24228,41734,821,B,urban,1
1232,46,F,36686,47837,393,D,rural,1
1233,64,M,26920,13818,713,A,suburban,1
1234,21,F,22432,15918,670,B,urban,1
1235,29,F,78575,47418,708,D,suburban,1
1236,62,M,86725,6250,682,C,suburban,1
1237,19,F,108575,9758,740,D,suburban,1
1238,44,M,48910,42131,746,D,urban,1
1239,48,F,45226,7163,918,A,rural,1
1240,68,M,88150,47583,916,D,suburban,1
1241,68,M,74099,39621,370,D,rural,1
1242,53,M,101760,22137,383,B,suburban,1
1243,53,F,33013,37103,508,D,urban,1
1244,43,M,36446,26832,558,A,suburban,1
1245,60,M,118193,6868,538,C,rural,1
